"","Número de CUI","Fecha del delito","Hora del delito","Estado","Municipio","Latitud","Longitud","Sexo de la Víctima","Edad de la víctima","tiempo_num","hora_delito","hora"
"1270","2699/2019","29/03/19","15:57:00","ZACATECAS","ZACATECAS","22.7629405","-102.548503","Mujer","34",15H 57M 0S,15H 57M 0S,15
"1271","2514/2019","29/03/19","8:00:00","ZACATECAS","ZACATECAS","22.7520496","-102.573199","Hombre","32",8H 0M 0S,8H 0M 0S,8
"1272","2541/2019","29/03/19","11:30:00 a. m.","ZACATECAS","GUADALUPE","22.7602684","-102.542352",NA,NA,11H 30M 0S,11H 30M 0S,11
"1273","2585/2019","29/03/19","0:00:00","ZACATECAS","ZACATECAS","22.7553611","-102.576364","Mujer","72",0S,0S,0
"1274","2703/2019","29/03/19","09:00:00 p. m.","ZACATECAS","ZACATECAS","22.7678376","-102.596632","Hombre","17",9H 0M 0S,21H 0M 0S,21
"1275","3834/2019","29/03/19","08:36:00 a. m.","ZACATECAS","GUADALUPE","28.406359","-106.8654066","Hombre","44",8H 36M 0S,8H 36M 0S,8
"1276","2705/2019","30/03/19","12:20:00 p. m.","ZACATECAS","ZACATECAS","22.7747623","-102.571612","Mujer","50",12H 20M 0S,24H 20M 0S,24
"1277","2548/2019","30/03/19","09:00:00 a. m.","ZACATECAS","ZACATECAS","22.7388804","-102.587129","Hombre","26",9H 0M 0S,9H 0M 0S,9
"1278","2549/2019","30/03/19","12:49:00 p. m.","ZACATECAS","ZACATECAS","22.7528241","-102.662412","Hombre","55",12H 49M 0S,24H 49M 0S,24
"1279","2696/2019","30/03/19","03:00:00 p. m.","ZACATECAS","GUADALUPE","22.76918","-102.488676","Hombre","41",3H 0M 0S,15H 0M 0S,15
"1280","2557/2019","30/03/19","09:00:00 a. m.","ZACATECAS","GUADALUPE","22.7390082","-102.512431","Hombre","30",9H 0M 0S,9H 0M 0S,9
"1281","2569/2019","30/03/19","13:30:00","ZACATECAS","TRANCOSO","22.7437427","-102.364593","Hombre","28",13H 30M 0S,13H 30M 0S,13
"1282","2575/2019","31/03/19","07:40:00 a. m.","ZACATECAS","GUADALUPE","22.7521732","-102.517535","Mujer","63",7H 40M 0S,7H 40M 0S,7
"1283","2601/2019","31/03/19","07:20:00 p. m.","ZACATECAS","GUADALUPE","22.7596471","-102.500321","Hombre","52",7H 20M 0S,19H 20M 0S,19
"1284","2646/2019","01/04/19","13:30:00","ZACATECAS","GUADALUPE","22.757074","-102.535587","Hombre","26",13H 30M 0S,13H 30M 0S,13
"1285","2823/2019","01/04/19","17:00:00","ZACATECAS","ZACATECAS","22.761141","-102.544647","Mujer","56",17H 0M 0S,17H 0M 0S,17
"1286","6588/2019","01/04/19","9:00:00","ZACATECAS","TRANCOSO","22.7313384","-102.3676677","Hombre","41",9H 0M 0S,9H 0M 0S,9
"1287","2591/2019","01/04/19","08:40:00 a. m.","ZACATECAS","ZACATECAS","22.763168","-102.595338","Hombre","66",8H 40M 0S,8H 40M 0S,8
"1288","2800/2019","02/04/19","08:30:00 p. m.","ZACATECAS","GUADALUPE","22.7627079","-102.488474","Hombre","39",8H 30M 0S,20H 30M 0S,20
"1289","2801/2019","02/04/19","11:30:00 a. m.","ZACATECAS","GUADALUPE","34.3541659","-119.059271","Hombre","42",11H 30M 0S,11H 30M 0S,11
"1290","2668/2019","02/04/19","9:40:00","ZACATECAS","ZACATECAS","22.76111","-102.553087","Mujer","44",9H 40M 0S,9H 40M 0S,9
"1291","2752/2019","02/04/19","02:25:00 p. m.","ZACATECAS","ZACATECAS","22.7653867","-102.5881","Hombre","20",2H 25M 0S,14H 25M 0S,14
"1292","2754/2019","02/04/19","04:35:00 p. m.","ZACATECAS","GUADALUPE","22.7614224","-102.521713","Hombre","54",4H 35M 0S,16H 35M 0S,16
"1293","2776/2019","02/04/19","02:35:00 p. m.","ZACATECAS","ZACATECAS",NA,NA,"Hombre","62",2H 35M 0S,14H 35M 0S,14
"1294","2708/2019","03/04/19","03:00:00 a. m.","ZACATECAS","GUADALUPE","22.7565759","-102.511889","Hombre","27",3H 0M 0S,3H 0M 0S,3
"1295","2797/2019","03/04/19","7:00:00","ZACATECAS","ZACATECAS","22.7634167","-102.5468","Hombre","32",7H 0M 0S,7H 0M 0S,7
"1296","2789/2019","03/04/19","02:00:00 a. m.","ZACATECAS","GUADALUPE","22.7632835","-102.5407834","Hombre","68",2H 0M 0S,2H 0M 0S,2
"1297","2868/2019","03/04/19","08:40:00 a. m.","ZACATECAS","GUADALUPE","22.7553923","-102.5236526","Mujer","23",8H 40M 0S,8H 40M 0S,8
"1298","2822/2019","03/04/19","09:20:00 p. m.","ZACATECAS","ZACATECAS","22.7748924","-102.5731504","Mujer","73",9H 20M 0S,21H 20M 0S,21
"1299","2813/2019","04/04/19","6:00:00","ZACATECAS","GUADALUPE","22.7610284","-102.47942","Hombre","22",6H 0M 0S,6H 0M 0S,6
"1300","3132/2019","04/04/19","11:30:00 a. m.","ZACATECAS","GUADALUPE","22.7320238","-102.518831","Mujer","73",11H 30M 0S,11H 30M 0S,11
"1301","3060/2019-2","04/04/19","14:30:00","ZACATECAS","ZACATECAS","22.7745177","-102.579066","Mujer","54",14H 30M 0S,14H 30M 0S,14
"1302","2859/2019","04/04/19","15:00:00","ZACATECAS","VEHICULO ASEGURADO","22.766393","-102.5582885","Hombre","44",15H 0M 0S,15H 0M 0S,15
"1303","3197/2019","05/04/19","05:00:00 p. m.","ZACATECAS","ZACATECAS","22.7664849","-102.590856","Hombre","36",5H 0M 0S,17H 0M 0S,17
"1304","3113/2019","06/04/19","09:00:00 p. m.","ZACATECAS","ZACATECAS","22.7589341","-102.571758","Mujer","34",9H 0M 0S,21H 0M 0S,21
"1305","3110/2019","06/04/19","16:20:00","ZACATECAS","GUADALUPE","21.4121021","-103.117544","Mujer","28",16H 20M 0S,16H 20M 0S,16
"1306","3114/2019","06/04/19","16:00:00","ZACATECAS","GUADALUPE","22.7385693","-102.514774","Mujer","47",16H 0M 0S,16H 0M 0S,16
"1307","3000/2019","06/04/19","09:00:00 p. m.","ZACATECAS","ZACATECAS","22.7720912","-102.5872077","Hombre","54",9H 0M 0S,21H 0M 0S,21
"1308","2977/2019","06/04/19","08:30:00 a. m.","ZACATECAS","GUADALUPE","22.7559271","-102.515687","Hombre","57",8H 30M 0S,8H 30M 0S,8
"1309","2881/2019","06/04/19","6:00:00","ZACATECAS","GUADALUPE","22.731674","-102.5093689","Hombre","42",6H 0M 0S,6H 0M 0S,6
"1310","3059/2019","08/04/19","16:00:00","ZACATECAS","GUADALUPE","22.765358","-102.539137","Mujer","38",16H 0M 0S,16H 0M 0S,16
"1311","3128/2019","08/04/19","21:00:00","ZACATECAS","ZACATECAS","22.7660592","-102.57019","Hombre","32",21H 0M 0S,21H 0M 0S,21
"1312","3160/2019","08/04/19","13:50:00","ZACATECAS","ZACATECAS","22.771129","-102.5739461","Hombre","29",13H 50M 0S,13H 50M 0S,13
"1313","3115/2019","08/04/19","21:30:00","ZACATECAS","GUADALUPE","22.7508504","-102.5186335","Mujer","41",21H 30M 0S,21H 30M 0S,21
"1314","3066/2019","09/04/19","07:00:00 a. m.","ZACATECAS","ZACATECAS","22.7651462","-102.575375","Mujer","44",7H 0M 0S,7H 0M 0S,7
"1315","1935/2019","09/04/19","08:00:00 a. m.","ZACATECAS","GUADALUPE","22.7509116","-102.521211","Mujer","40",8H 0M 0S,8H 0M 0S,8
"1316","3092/2019","09/04/19","19:00:00","ZACATECAS","GUADALUPE","22.7565759","-102.511889","Hombre","53",19H 0M 0S,19H 0M 0S,19
"1317","3129/2019","09/04/19","0:00:00","ZACATECAS","GUADALUPE","22.7502226","-102.51877","Mujer","36",0S,0S,0
"1318","3104/2019","09/04/19","08:00:00 a. m.","ZACATECAS","PANUCO","22.8306955","-102.495503","Mujer","26",8H 0M 0S,8H 0M 0S,8
"1319","1122/2018","10/04/19","03:00:00 p. m.","ZACATECAS","GUADALUPE","22.7557014","-102.4922428","Mujer","28",3H 0M 0S,15H 0M 0S,15
"1320","3097/2019","10/04/19","09:00:00 a. m.","ZACATECAS","GUADALUPE","22.7556369","-102.510365","Hombre","23",9H 0M 0S,9H 0M 0S,9
"1321","1681/2019","10/04/19","10:52:00","ZACATECAS","ZACATECAS","22.7656815","-102.577409","Mujer","44",10H 52M 0S,10H 52M 0S,10
"1322","3112/2019","10/04/19","10:15:00","ZACATECAS","GUADALUPE","22.7546833","-102.535226","Mujer","27",10H 15M 0S,10H 15M 0S,10
"1323","3158/2019","10/04/19","04:00:00 a. m.","ZACATECAS","TRANCOSO","22.7358382","-102.3643559","Hombre","42",4H 0M 0S,4H 0M 0S,4
"1324","3107/2019","10/04/19","12:20:00","ZACATECAS","GUADALUPE","22.7545272","-102.5270792","Mujer","57",12H 20M 0S,12H 20M 0S,12
"1325","3127/2019","10/04/19","21:30:00","ZACATECAS","GUADALUPE","22.7627925","-102.5410544","Hombre","61",21H 30M 0S,21H 30M 0S,21
"1326","3146/2019","10/04/19","15:00:00","ZACATECAS","GUADALUPE","22.6422005","-102.4702445","Hombre","56",15H 0M 0S,15H 0M 0S,15
"1327","3142/2019","11/04/19","1:00:00","ZACATECAS","ZACATECAS","22.7764945","-102.587931","Hombre","26",1H 0M 0S,1H 0M 0S,1
"1328","3163/2019","11/04/19","07:35:00 a. m.","ZACATECAS","PANUCO","22.9503728","-102.577122","Hombre","33",7H 35M 0S,7H 35M 0S,7
"1329","3134/2019","11/04/19","9:00:00","ZACATECAS","ZACATECAS","22.7511","-102.603401","Hombre","41",9H 0M 0S,9H 0M 0S,9
"1330","3263/2019","11/04/19","18:00:00","ZACATECAS","ZACATECAS","31.0250709","-114.8407776","Hombre","59",18H 0M 0S,18H 0M 0S,18
"1331","3340/2019","12/04/19","08:00:00 p. m.","ZACATECAS","ZACATECAS","22.7584167","-102.571358","Mujer","42",8H 0M 0S,20H 0M 0S,20
"1332","3611/2019","12/04/19","10:30:00","ZACATECAS","VETAGRANDE","22.8975161","-102.420301","Mujer","51",10H 30M 0S,10H 30M 0S,10
"1333","3201/2019","12/04/19","05:30:00 p. m.","ZACATECAS","ZACATECAS","22.7748294","-102.572411","Mujer","40",5H 30M 0S,17H 30M 0S,17
"1334","3502/2019","12/04/19","12:00:00 p. m.","ZACATECAS","GUADALUPE","22.7468238","-102.514262","Hombre","35",12H 0M 0S,24H 0M 0S,24
"1335","3252/2019","12/04/19","15:30:00","ZACATECAS","ZACATECAS","22.7722922","-102.57548","Mujer","25",15H 30M 0S,15H 30M 0S,15
"1336","4783/2019","12/04/19","12:00:00","ZACATECAS","ZACATECAS",NA,NA,"Mujer","82",12H 0M 0S,12H 0M 0S,12
"1337","3215/2019","13/04/19","17:00:00","ZACATECAS","GUADALUPE","22.7470545","-102.5139","Hombre","23",17H 0M 0S,17H 0M 0S,17
"1338","3811/2019","13/04/19","18:00:00","ZACATECAS","GUADALUPE","22.7655","-102.507023","Mujer","41",18H 0M 0S,18H 0M 0S,18
"1339","3226/2019","13/04/19","23:00:00","ZACATECAS","GUADALUPE",NA,NA,"Hombre","52",23H 0M 0S,23H 0M 0S,23
"1340","3281/2019","13/04/19","19:30:00","ZACATECAS","ZACATECAS",NA,NA,"Hombre","23",19H 30M 0S,19H 30M 0S,19
"1341","3288/2019","13/04/19","19:15:00","ZACATECAS","ZACATECAS",NA,NA,"Mujer","34",19H 15M 0S,19H 15M 0S,19
"1342","3229/2019","14/04/19","03:30:00 p. m.","ZACATECAS","GUADALUPE","22.7562209","-102.532395","Mujer","42",3H 30M 0S,15H 30M 0S,15
"1343","3732/2019","14/04/19","07:00:00 p. m.","ZACATECAS","GUADALUPE","22.7604738","-102.47889","Mujer","38",7H 0M 0S,19H 0M 0S,19
"1344","3806/2019","14/04/19","02:30:00 p. m.","ZACATECAS","GUADALUPE","22.7579568","-102.51154","Mujer","22",2H 30M 0S,14H 30M 0S,14
"1345","3803/2019","14/04/19","03:00:00 p. m.","ZACATECAS","GUADALUPE","22.7496097","-102.528914","Mujer","30",3H 0M 0S,15H 0M 0S,15
"1346","3736/2019","14/04/19","06:00:00 p. m.","ZACATECAS","GUADALUPE","22.7600142","-102.479621","Mujer","49",6H 0M 0S,18H 0M 0S,18
"1347","3355/2019","14/04/19","0:00:00","ZACATECAS","GUADALUPE","22.760334","-102.5317","Hombre","29",0S,0S,0
"1348","3241/2019","14/04/19","17:30:00","ZACATECAS","ZACATECAS","22.7607111","-102.5476367","Hombre","51",17H 30M 0S,17H 30M 0S,17
"1349","3373/2019","14/04/19","10:00:00 a. m.","ZACATECAS","ZACATECAS","22.7729632","-102.5724922","Mujer","40",10H 0M 0S,10H 0M 0S,10
"1350","3393/2019","15/04/19","19:30:00","ZACATECAS","ZACATECAS","22.8166669","-102.8166671","Hombre","65",19H 30M 0S,19H 30M 0S,19
"1351","3425/2019","15/04/19","18:50:00","ZACATECAS","GUADALUPE","22.7177278","-102.482289","Hombre","19",18H 50M 0S,18H 50M 0S,18
"1352","3424/2019","15/04/19","01:00:00 p. m.","ZACATECAS","ZACATECAS","22.7471739","-102.592437","Hombre","40",1H 0M 0S,13H 0M 0S,13
"1353","3248/2019","15/04/19","09:00:00 a. m.","ZACATECAS","ZACATECAS","22.7695642","-102.547563","Hombre","37",9H 0M 0S,9H 0M 0S,9
"1354","3418/2019","15/04/19","08:50:00 p. m.","ZACATECAS","GUADALUPE","22.718377","-102.476194","Hombre","22",8H 50M 0S,20H 50M 0S,20
"1355","3277/2019","15/04/19","20:30:00","ZACATECAS","GUADALUPE","22.7539507","-102.49423","Hombre","39",20H 30M 0S,20H 30M 0S,20
"1356","3519/2019","15/04/19","02:00:00 a. m.","ZACATECAS","GUADALUPE","22.7573036","-102.5163976","Hombre","47",2H 0M 0S,2H 0M 0S,2
"1357","3261/2019","15/04/19","10:00:00","ZACATECAS","GUADALUPE","22.7399944","-102.50784","Hombre","43",10H 0M 0S,10H 0M 0S,10
"1358","3306/2019","16/04/19","02:00:00 p. m.","ZACATECAS","GUADALUPE","22.6526932","-102.489","Hombre","81",2H 0M 0S,14H 0M 0S,14
"1359","3426/2019","16/04/19","23:20:00","ZACATECAS","ZACATECAS","22.7737249","-102.579286","Hombre","26",23H 20M 0S,23H 20M 0S,23
"1360","3299/2019","16/04/19","07:40:00 a. m.","ZACATECAS","GUADALUPE","22.7835769","-102.496646","Hombre","44",7H 40M 0S,7H 40M 0S,7
"1361","3294/2019","16/04/19","09:30:00 a. m.","ZACATECAS","ZACATECAS","22.7596709","-102.567134","Mujer","48",9H 30M 0S,9H 30M 0S,9
"1362","3292/2019","16/04/19","08:00:00 a. m.","ZACATECAS","ZACATECAS","22.76768","-102.5788238","Hombre","21",8H 0M 0S,8H 0M 0S,8
"1363","4807/2019","16/04/19","13:00:00","ZACATECAS","ZACATECAS","22.763933","-102.5825176","Hombre","49",13H 0M 0S,13H 0M 0S,13
"1364","3296/2019","16/04/19","07:00:00 a. m.","ZACATECAS","GUADALUPE","22.754536","-102.4942946","Mujer","54",7H 0M 0S,7H 0M 0S,7
"1365","3351/2019","17/04/19","04:10:00 p. m.","ZACATECAS","GUADALUPE","24.2289746","-102.153346","Mujer","30",4H 10M 0S,16H 10M 0S,16
"1366","3335/2019","17/04/19","09:00:00 a. m.","ZACATECAS","ZACATECAS","22.7718891","-102.585231","Hombre","59",9H 0M 0S,9H 0M 0S,9
"1367","3353/2019","17/04/19","22:30:00","ZACATECAS","GUADALUPE","22.7553466","-102.499129","Mujer","40",22H 30M 0S,22H 30M 0S,22
"1368","3394/2019","17/04/19","12:00:00 p. m.","ZACATECAS","GUADALUPE","22.7108352","-102.519636","Hombre","50",12H 0M 0S,24H 0M 0S,24
"1369","3338/2019","17/04/19","0:00:00","ZACATECAS","GUADALUPE","22.7737055","-102.626686","Hombre","27",0S,0S,0
"1370","9015/2019","17/04/19","16:30:00","ZACATECAS","ZACATECAS","22.7505762","-102.6120254","Mujer","52",16H 30M 0S,16H 30M 0S,16
"1371","4808/2019","18/04/19","18:00:00","ZACATECAS","GUADALUPE","22.7151813","-102.491089","Hombre","37",18H 0M 0S,18H 0M 0S,18
"1372","3392/2019","18/04/19","12:00:00","ZACATECAS","GUADALUPE","22.7173916","-102.486864","Hombre","26",12H 0M 0S,12H 0M 0S,12
"1373","3395/2019","18/04/19","17:00:00","ZACATECAS","ZACATECAS","22.7568956","-102.587943","Mujer","43",17H 0M 0S,17H 0M 0S,17
"1374","3354/2019","18/04/19","04:30:00 a. m.","ZACATECAS","GUADALUPE","22.7322339","-102.48","Mujer","53",4H 30M 0S,4H 30M 0S,4
"1375","3346/2019","18/04/19","12:00:00 a. m.","ZACATECAS","ZACATECAS",NA,NA,"Mujer","79",12H 0M 0S,12H 0M 0S,12
"1376","3550/2019","19/04/19","01:57:00 p. m.","ZACATECAS","ZACATECAS","22.7699756","-102.578723","Mujer","47",1H 57M 0S,13H 57M 0S,13
"1377","3359/2019","19/04/19","13:00:00","ZACATECAS","GUADALUPE","22.747015","-102.519203","Mujer","41",13H 0M 0S,13H 0M 0S,13
"1378","3352/2019","19/04/19","08:00:00 p. m.","ZACATECAS","GUADALUPE","22.7585625","-102.495172","Mujer","42",8H 0M 0S,20H 0M 0S,20
"1379","3374/2019","19/04/19","08:00:00 p. m.","ZACATECAS","GUADALUPE","22.75132","-102.510738","Hombre","50",8H 0M 0S,20H 0M 0S,20
"1380","3637/2019","19/04/19","10:00:00 a. m.","ZACATECAS","GUADALUPE","22.7565759","-102.511889","Mujer","28",10H 0M 0S,10H 0M 0S,10
"1381","3378/2019","20/04/19","12:00:00 p. m.","ZACATECAS","ZACATECAS","22.7724412","-102.58799","Hombre","65",12H 0M 0S,24H 0M 0S,24
"1382","3468/2019","20/04/19","12:15:00","ZACATECAS","ZACATECAS","22.7679378","-102.567869","Hombre","24",12H 15M 0S,12H 15M 0S,12
"1383","3469/2018","20/04/19","05:00:00 p. m.","ZACATECAS","GUADALUPE","22.7736097","-102.503964","Mujer","50",5H 0M 0S,17H 0M 0S,17
"1384","3379/2019","20/04/19","06:00:00 p. m.","ZACATECAS","GUADALUPE","22.7597478","-102.4787495","Hombre","55",6H 0M 0S,18H 0M 0S,18
"1385","3444/2018","21/04/19","22:30:00","ZACATECAS","GUADALUPE","22.7728633","-102.582772","Mujer","62",22H 30M 0S,22H 30M 0S,22
"1386","3664/2019","21/04/19","12:00:00","ZACATECAS","ZACATECAS","22.7705359","-102.5685297","Mujer","18",12H 0M 0S,12H 0M 0S,12
"1387","3381/2019","21/04/19","14:00:00","ZACATECAS","ZACATECAS",NA,NA,"Hombre","43",14H 0M 0S,14H 0M 0S,14
"1388","2358/2019","22/04/19","05:00:00 a. m.","ZACATECAS","GUADALUPE","22.7541881","-102.524224","Hombre","33",5H 0M 0S,5H 0M 0S,5
"1389","3409/2019","22/04/19","10:00:00","ZACATECAS","VETAGRANDE","22.877421","-102.543721","Hombre","40",10H 0M 0S,10H 0M 0S,10
"1390","3417/2019","22/04/19","09:30:00 a. m.","ZACATECAS","GUADALUPE","22.7584555","-102.5154526","Hombre","28",9H 30M 0S,9H 30M 0S,9
"1391","3616/2018","23/04/19","10:00:00","ZACATECAS","GUADALUPE","22.7581139","-102.520233","Hombre","34",10H 0M 0S,10H 0M 0S,10
"1392","3825/2019","23/04/19","10:30:00 a. m.","ZACATECAS","ZACATECAS","22.7738339","-102.577631","Hombre","33",10H 30M 0S,10H 30M 0S,10
