"","Número de CUI","Fecha del delito","Hora del delito","Estado","Municipio","Latitud","Longitud","Sexo de la Víctima","Edad de la víctima","tiempo_num","hora_delito","hora"
"381","6167/2018","26/09/18","05:30:00 p. m.","ZACATECAS","GUADALUPE","22.7600142","-102.479621","Mujer","30",5H 30M 0S,17H 30M 0S,17
"382","5804/2018","27/09/18","11:00:00 a. m.","ZACATECAS","ZACATECAS","22.749575","-102.5835937","Hombre","43",11H 0M 0S,11H 0M 0S,11
"383","5979/2018","27/09/18","11:00:00 a. m.","ZACATECAS","VETAGRANDE","22.8337991","-102.5552954","Hombre","70",11H 0M 0S,11H 0M 0S,11
"384","5408/2018","27/09/18","03:00:00 p. m.","ZACATECAS","GUADALUPE","22.7565759","-102.511889","Hombre","48",3H 0M 0S,15H 0M 0S,15
"385","5415/2018","27/09/18","11:15:00","ZACATECAS","GUADALUPE","22.7541861","-102.53336","Mujer","58",11H 15M 0S,11H 15M 0S,11
"386","5490/2018","27/09/18","13:30:00","ZACATECAS","ZACATECAS","22.771191","-102.568004","Mujer","57",13H 30M 0S,13H 30M 0S,13
"387","5810/2018","28/09/18","06:30:00 p. m.","ZACATECAS","ZACATECAS","22.7638586","-102.5912203","Mujer","45",6H 30M 0S,18H 30M 0S,18
"388","5454/2018","28/09/18","05:28:00 a. m.","ZACATECAS","PANUCO","25.4383234","-100.973678","Mujer","50",5H 28M 0S,5H 28M 0S,5
"389","5470/2018","29/09/18","15:00:00","ZACATECAS","GUADALUPE","22.7400007","-102.518752","Mujer","53",15H 0M 0S,15H 0M 0S,15
"390","5435/2018","29/09/18","05:00:00 a. m.","ZACATECAS","ZACATECAS","22.749575","-102.5835937","Hombre","23",5H 0M 0S,5H 0M 0S,5
"391","5853/2018","29/09/18","22:30:00","ZACATECAS","GUADALUPE","22.757304","-102.493829","Hombre","20",22H 30M 0S,22H 30M 0S,22
"392","5446/2018","29/09/18","04:00:00 p. m.","ZACATECAS","GUADALUPE","22.7607706","-102.519912","Hombre","31",4H 0M 0S,16H 0M 0S,16
"393","5470/2018-2","29/09/18","19:30:00","ZACATECAS","GUADALUPE","22.7183596","-102.5186","Mujer","53",19H 30M 0S,19H 30M 0S,19
"394","6768/2018","30/09/18","12:10:00 p. m.","ZACATECAS","ZACATECAS","22.7778696","-102.6130997","Hombre","35",12H 10M 0S,24H 10M 0S,24
"395","5736-2018","30/09/18","12:00:00 p. m.","ZACATECAS","GUADALUPE","22.7724036","-102.4803375","Mujer","35",12H 0M 0S,24H 0M 0S,24
"396","5859/2018","30/09/18","03:00:00 a. m.","ZACATECAS","ZACATECAS","22.7590677","-102.5732918","Hombre","43",3H 0M 0S,3H 0M 0S,3
"397","5472/2018","30/09/18","08:27:00 p. m.","ZACATECAS","GUADALUPE","22.760844","-102.503114","Mujer","39",8H 27M 0S,20H 27M 0S,20
"398","5534/2018","30/09/18","10:20:00 p. m.","ZACATECAS","GUADALUPE","22.7553216","-102.499044","Hombre","43",10H 20M 0S,22H 20M 0S,22
"399","7575/2018","30/09/18","08:30:00 a. m.","ZACATECAS","GUADALUPE","22.7507686","-102.500623","Hombre","46",8H 30M 0S,8H 30M 0S,8
"400","5478/2018","30/09/18","08:00:00 p. m.","ZACATECAS","GUADALUPE","22.7501343","-102.525859","Hombre","28",8H 0M 0S,20H 0M 0S,20
"401","5584/2018","01/10/18","08:00:00 p. m.","ZACATECAS","GUADALUPE","22.7151813","-102.491089","Hombre","57",8H 0M 0S,20H 0M 0S,20
"402","5767/2018","01/10/18","11:00:00 a. m.","ZACATECAS","GUADALUPE","22.7332205","-102.480507","Mujer","25",11H 0M 0S,11H 0M 0S,11
"403","5500/2018","01/10/18","02:30:00 p. m.","ZACATECAS","GUADALUPE","22.7451847","-102.521887","Hombre","41",2H 30M 0S,14H 30M 0S,14
"404","5763/2018","01/10/18","10:00:00 a. m.","ZACATECAS","ZACATECAS","22.770503","-102.596507","Mujer","40",10H 0M 0S,10H 0M 0S,10
"405","5856/2018","01/10/18","0:00:00","ZACATECAS","ZACATECAS","22.7671812","-102.586676","Mujer","44",0S,0S,0
"406","1378/2019","01/10/18","08:00:00 a. m.","ZACATECAS","ZACATECAS","22.779487","-102.610892","Mujer","33",8H 0M 0S,8H 0M 0S,8
"407","5552/2018","01/10/18","08:00:00 a. m.","ZACATECAS","GUADALUPE",NA,NA,"Hombre","24",8H 0M 0S,8H 0M 0S,8
"408","5562/2018","02/10/18","04:05:00 p. m.","ZACATECAS","GUADALUPE","22.7326963","-102.4960993","Mujer","26",4H 5M 0S,16H 5M 0S,16
"409","5545/2018","02/10/18","02:00:00 p. m.","ZACATECAS","ZACATECAS","22.7666935","-102.555345","Mujer","49",2H 0M 0S,14H 0M 0S,14
"410","5772/2018","03/10/18","11:00:00 a. m.","ZACATECAS","GUADALUPE","22.7559449","-102.5239154","Hombre","49",11H 0M 0S,11H 0M 0S,11
"411","5553/2018","03/10/18","12:40:00 a. m.","ZACATECAS","ZACATECAS","22.7830862","-102.569435","Hombre","24",12H 40M 0S,12H 40M 0S,12
"412","5721/2018","03/10/18","9:30:00","ZACATECAS","GUADALUPE","22.7524701","-102.51702","Hombre","49",9H 30M 0S,9H 30M 0S,9
"413","2483/2019","03/10/18","09:00:00 a. m.","ZACATECAS","TRANCOSO","22.7371518","-102.3658686","Hombre","33",9H 0M 0S,9H 0M 0S,9
"414","5658/2018","04/10/18","07:00:00 a. m.","ZACATECAS","ZACATECAS","22.756202","-102.652361","Hombre","44",7H 0M 0S,7H 0M 0S,7
"415","5654/2018","04/10/18","06:45:00 p. m.","ZACATECAS","GUADALUPE","22.76104","-102.4794377","Hombre","44",6H 45M 0S,18H 45M 0S,18
"416","5621/2018","04/10/18","06:00:00 a. m.","ZACATECAS","GUADALUPE","22.7724036","-102.4803375","Hombre",NA,6H 0M 0S,6H 0M 0S,6
"417","5673/2018","04/10/18","06:00:00 p. m.","ZACATECAS","ZACATECAS","22.7918193","-102.560022","Hombre","44",6H 0M 0S,18H 0M 0S,18
"418","5940/2018","05/10/18","02:00:00 a. m.","ZACATECAS","ZACATECAS","22.7641089","-102.5445125","Hombre","39",2H 0M 0S,2H 0M 0S,2
"419","5768/2018","05/10/18","13:00:00","ZACATECAS","GUADALUPE","22.7852382","-102.422783","Hombre","63",13H 0M 0S,13H 0M 0S,13
"420","6203/2018","05/10/18","10:00:00 p. m.","ZACATECAS","GUADALUPE","22.7501343","-102.525859","Mujer","20",10H 0M 0S,22H 0M 0S,22
"421","5781/2018","06/10/18","9:00:00","ZACATECAS","ZACATECAS","22.774215","-102.583834","Hombre","55",9H 0M 0S,9H 0M 0S,9
"422","6020/2018","06/10/18","07:00:00 p. m.","ZACATECAS","GUADALUPE","22.7610593","-102.4794454","Hombre","21",7H 0M 0S,19H 0M 0S,19
"423","5808/2018","06/10/18","9:00:00","ZACATECAS","GUADALUPE","22.7622818","-102.514559","Hombre","26",9H 0M 0S,9H 0M 0S,9
"424","5752/2018","06/10/18","04:00:00 p. m.","ZACATECAS","GUADALUPE","22.7602866","-102.495571","Mujer","46",4H 0M 0S,16H 0M 0S,16
"425","5718/2018","06/10/18","9:00:00","ZACATECAS","GUADALUPE","22.7476048","-102.511156","Hombre","56",9H 0M 0S,9H 0M 0S,9
"426","6293/2018","06/10/18","2:57:00","ZACATECAS","ZACATECAS","22.7550684","-102.602597","Mujer","44",2H 57M 0S,2H 57M 0S,2
"427","5744/2018","07/10/18","02:40:00 p. m.","ZACATECAS","ZACATECAS","22.7686282","-102.572387","Hombre","18",2H 40M 0S,14H 40M 0S,14
"428","5786/2018","08/10/18","01:30:00 p. m.","ZACATECAS","GUADALUPE","22.7557445","-102.521596","Hombre","48",1H 30M 0S,13H 30M 0S,13
"429","5725/2018","08/10/18","2:00:00","ZACATECAS","ZACATECAS","22.7905555","-102.631667","Hombre","72",2H 0M 0S,2H 0M 0S,2
"430","5778/2018","08/10/18","14:30:00","ZACATECAS","GUADALUPE","22.7748863","-102.57454","Mujer","26",14H 30M 0S,14H 30M 0S,14
"431","5779/2019-3","08/10/18","20:00:00","ZACATECAS","GUADALUPE","22.7595115","-102.478579","Hombre","55",20H 0M 0S,20H 0M 0S,20
"432","5764/2018","08/10/18","9:30:00","ZACATECAS","GUADALUPE","22.7740275","-102.499153","Hombre","72",9H 30M 0S,9H 30M 0S,9
"433","5776/2018","08/10/18","02:00:00 p. m.","ZACATECAS","GUADALUPE","22.7486392","-102.51929","Mujer",NA,2H 0M 0S,14H 0M 0S,14
"434","5805/2018","08/10/18","14:00:00","ZACATECAS","GUADALUPE","22.747111","-102.5108","Mujer","42",14H 0M 0S,14H 0M 0S,14
"435","6143/2018","09/10/18","06:15:00 p. m.","ZACATECAS","ZACATECAS","22.778337","-102.6137459","Hombre","56",6H 15M 0S,18H 15M 0S,18
"436","5943/2018","09/10/18","06:00:00 p. m.","ZACATECAS","GUADALUPE","22.7604623","-102.4788824","Mujer","26",6H 0M 0S,18H 0M 0S,18
"437","5942/2019","09/10/18","17:20:00","ZACATECAS","GUADALUPE","22.7434019","-102.521932","Mujer","78",17H 20M 0S,17H 20M 0S,17
"438","5938/2019","09/10/18","02:00:00 a. m.","ZACATECAS","GUADALUPE","22.731181","-102.473887","Hombre","43",2H 0M 0S,2H 0M 0S,2
"439","5818/2018","09/10/18","16:00:00","ZACATECAS","ZACATECAS","22.7778696","-102.6131","Mujer","33",16H 0M 0S,16H 0M 0S,16
"440","5840/2018","10/10/18","03:20:00 a. m.","ZACATECAS","ZACATECAS","22.7645767","-102.556045","Hombre","25",3H 20M 0S,3H 20M 0S,3
"441","5847/2018","10/10/18","03:40:00 p. m.","ZACATECAS","GUADALUPE","22.7441652","-102.50593","Hombre","75",3H 40M 0S,15H 40M 0S,15
"442","6056/2018","10/10/18","03:30:00 p. m.","ZACATECAS","GUADALUPE","22.765237","-102.550311","Hombre","31",3H 30M 0S,15H 30M 0S,15
"443","5821/2018","10/10/18","03:20:00 p. m.","ZACATECAS","ZACATECAS","22.7778696","-102.6131","Hombre","33",3H 20M 0S,15H 20M 0S,15
"444","5843/2018","10/10/18","17:30:00","ZACATECAS","GUADALUPE","22.7541861","-102.53336","Hombre","41",17H 30M 0S,17H 30M 0S,17
"445","6151/2018","10/10/18","12:00:00 p. m.","ZACATECAS","ZACATECAS","22.7660022","-102.557659","Mujer","29",12H 0M 0S,24H 0M 0S,24
"446","5833/2018","10/10/18","05:00:00 p. m.","ZACATECAS","PANUCO","22.9382894","-102.487074","Hombre","33",5H 0M 0S,17H 0M 0S,17
"447","6511/2018","11/10/18","04:30:00 p. m.","ZACATECAS","ZACATECAS","22.7753753","-102.5704625","Mujer","18",4H 30M 0S,16H 30M 0S,16
"448","5873/2018","11/10/18","07:00:00 p. m.","ZACATECAS","ZACATECAS","22.7645204","-102.5816139","Mujer","31",7H 0M 0S,19H 0M 0S,19
"449","5850/2018","11/10/18","05:00:00 a. m.","ZACATECAS","GUADALUPE","22.52088","-102.538094","Hombre","43",5H 0M 0S,5H 0M 0S,5
"450","51/2018","11/10/18","03:30:00 p. m.","ZACATECAS","GUADALUPE","22.7428958","-102.515021","Hombre","41",3H 30M 0S,15H 30M 0S,15
"451","6015/2018","11/10/18","08:00:00 a. m.","ZACATECAS","ZACATECAS","22.7480238","-102.611614","Mujer","48",8H 0M 0S,8H 0M 0S,8
"452","6189/2018","11/10/18","07:00:00 a. m.","ZACATECAS","ZACATECAS","22.7737367","-102.571905","Hombre","27",7H 0M 0S,7H 0M 0S,7
"453","5872/2019","11/10/18","19:00:00","ZACATECAS","ZACATECAS","22.7737044","-102.564769","Mujer","46",19H 0M 0S,19H 0M 0S,19
"454","5904/2018","12/10/18","02:00:00 a. m.","ZACATECAS","PANUCO","25.4383234","-100.973678","Hombre",NA,2H 0M 0S,2H 0M 0S,2
"455","6023/2018","12/10/18","09:00:00 a. m.","ZACATECAS","GUADALUPE","22.7557354","-102.492805","Hombre","63",9H 0M 0S,9H 0M 0S,9
"456","6171/2018","12/10/18","12:00:00 p. m.","ZACATECAS","GUADALUPE","22.4077462","-97.9211555","Hombre","40",12H 0M 0S,24H 0M 0S,24
"457","6170/2018","12/10/18","10:45:00","ZACATECAS","GUADALUPE","22.7554345","-102.541216","Hombre","59",10H 45M 0S,10H 45M 0S,10
"458","1079/2018","13/10/18","10:15:00 a. m.","ZACATECAS","GUADALUPE","22.7550011","-102.5249237","Mujer","39",10H 15M 0S,10H 15M 0S,10
"459","5974/2018","13/10/18","01:40:00 p. m.","ZACATECAS","ZACATECAS","22.7688568","-102.5850757","Mujer","46",1H 40M 0S,13H 40M 0S,13
"460","5907/2018","13/10/18","11:00:00 a. m.","ZACATECAS","ZACATECAS","22.7655483","-102.5572865","Mujer","51",11H 0M 0S,11H 0M 0S,11
"461","6134/2018","13/10/18","12:40:00 a. m.","ZACATECAS","ZACATECAS","22.7717312","-102.572202","Hombre","30",12H 40M 0S,12H 40M 0S,12
"462","6770/2018","13/10/18","01:25:00 p. m.","ZACATECAS","ZACATECAS","22.749294, -102.583451","-102.583451","Mujer","30",1H 25M 0S,13H 25M 0S,13
"463","6022/2018","13/10/18","16:00:00","ZACATECAS","GUADALUPE","22.7675947","-102.497726","Mujer","34",16H 0M 0S,16H 0M 0S,16
"464","5922/2018","13/10/18","23:30:00","ZACATECAS","TRANCOSO","22.7436554","-102.3636","Hombre","27",23H 30M 0S,23H 30M 0S,23
"465","6080/2018","14/10/18","05:00:00 a. m.","ZACATECAS","GUADALUPE","22.7391451","-102.5183766","Hombre","25",5H 0M 0S,5H 0M 0S,5
"466","50/2018","14/10/18","02:00:00 p. m.","ZACATECAS","GUADALUPE","22.7565759","-102.511889","Hombre","43",2H 0M 0S,14H 0M 0S,14
"467","5969/2018","14/10/18","11:30:00 p. m.","ZACATECAS","GUADALUPE","22.7602005","-102.5027376","Hombre","18",11H 30M 0S,23H 30M 0S,23
"468","5926/2018","14/10/18","08:00:00 a. m.","ZACATECAS","GUADALUPE","22.7485064","-102.519292","Mujer","51",8H 0M 0S,8H 0M 0S,8
"469","6152/2019","14/10/18","02:00:00 p. m.","ZACATECAS","GUADALUPE","22.7600032","-102.522019","Hombre","32",2H 0M 0S,14H 0M 0S,14
"470","6153/2018","14/10/18","08:30:00 p. m.","ZACATECAS","GUADALUPE","22.7701613","-102.492562","Hombre","27",8H 30M 0S,20H 30M 0S,20
"471","5918/2018","14/10/18","03:00:00 a. m.","ZACATECAS","GUADALUPE","22.7575877","-102.500024","Mujer","35",3H 0M 0S,3H 0M 0S,3
"472","5959/2018","15/10/18","08:00:00 p. m.","ZACATECAS","GUADALUPE","22.7505802","-102.5296","Hombre","46",8H 0M 0S,20H 0M 0S,20
"473","6019/2018","16/10/18","09:00:00 a. m.","ZACATECAS","ZACATECAS","22.7755749","-102.5857238","Hombre","37",9H 0M 0S,9H 0M 0S,9
"474","2389/2018","17/10/18","09:00:00 a. m.","ZACATECAS","VETAGRANDE","22.800049","-102.552089","Hombre","42",9H 0M 0S,9H 0M 0S,9
"475","6225/2018","17/10/18","06:00:00 p. m.","ZACATECAS","GUADALUPE","22.7550421","-102.4969049","Hombre","34",6H 0M 0S,18H 0M 0S,18
"476","6043/2018","17/10/18","01:30:00 p. m.","ZACATECAS","GUADALUPE","22.7687386","-102.539686","Hombre","43",1H 30M 0S,13H 30M 0S,13
"477","6052/2018","18/10/18","07:53:00 a. m.","ZACATECAS","ZACATECAS","22.764648","-102.5965073","Mujer","33",7H 53M 0S,7H 53M 0S,7
"478","2523/2019","18/10/18","16:40:00","ZACATECAS","ZACATECAS","22.7520496","-102.573199","Mujer","65",16H 40M 0S,16H 40M 0S,16
"479","7555/2018","19/10/18","07:30:00 a. m.","ZACATECAS","ZACATECAS","22.744009","-102.591912","Hombre","52",7H 30M 0S,7H 30M 0S,7
"480","6895/2018","19/10/18","08:00:00 p. m.","ZACATECAS","ZACATECAS","22.7582953","-102.57177","Hombre","50",8H 0M 0S,20H 0M 0S,20
"481","6176/2018","19/10/18","06:00:00 p. m.","ZACATECAS","ZACATECAS","22.7725221","-102.570867","Hombre","37",6H 0M 0S,18H 0M 0S,18
"482","6177/2018","19/10/18","9:00:00","ZACATECAS","GUADALUPE","22.7574421","-102.530137","Hombre","40",9H 0M 0S,9H 0M 0S,9
"483","6246/2018","21/10/18","05:20:00 p. m.","ZACATECAS","ZACATECAS","22.7610575","-102.54475","Hombre","51",5H 20M 0S,17H 20M 0S,17
"484","6226/2018","21/10/18","2:30:00","ZACATECAS","GUADALUPE","22.7565514","-102.5119008","Hombre","44",2H 30M 0S,2H 30M 0S,2
"485","6120/2018","22/10/18","01:00:00 p. m.","ZACATECAS","ZACATECAS","22.7708965","-102.5734836","Mujer","17",1H 0M 0S,13H 0M 0S,13
"486","6273/2018","22/10/18","02:00:00 p. m.","ZACATECAS","GUADALUPE","22.738356","-102.527373","Hombre","23",2H 0M 0S,14H 0M 0S,14
"487","6422/2019","23/10/18","05:36:00 p. m.","ZACATECAS","ZACATECAS","22.7708555","-102.5832426","Mujer","35",5H 36M 0S,17H 36M 0S,17
"488","6453/2018","23/10/18","05:00:00 p. m.","ZACATECAS","GUADALUPE","22.755829","-102.4910361","Hombre","29",5H 0M 0S,17H 0M 0S,17
"489","6452/2019","23/10/18","08:00:00 p. m.","ZACATECAS","GUADALUPE","22.7610759","-102.479459","Hombre","36",8H 0M 0S,20H 0M 0S,20
"490","6169/2018","23/10/18","7:00:00","ZACATECAS","ZACATECAS","22.7706205","-102.581938","Hombre","43",7H 0M 0S,7H 0M 0S,7
"491","6909/2018","23/10/18","20:30:00","ZACATECAS","GUADALUPE","22.7676995","-102.531518","Mujer","26",20H 30M 0S,20H 30M 0S,20
"492","6848/2018","24/10/18","05:00:00 p. m.","ZACATECAS","GUADALUPE","22.769513","-102.587571","Hombre","26",5H 0M 0S,17H 0M 0S,17
"493","6908/2018","25/10/18","10:00:00 a. m.","ZACATECAS","GUADALUPE","22.7575877","-102.500024","Hombre","38",10H 0M 0S,10H 0M 0S,10
"494","6973/2018","25/10/18","05:00:00 p. m.","ZACATECAS","GUADALUPE","22.7565759","-102.511889","Hombre","46",5H 0M 0S,17H 0M 0S,17
"495","6707/2018","25/10/18","10:45:00","ZACATECAS","GUADALUPE","22.7583415","-102.499619","Hombre","48",10H 45M 0S,10H 45M 0S,10
"496","7794/2018","26/10/18","5:00:00","ZACATECAS","GUADALUPE","22.7702726","-102.577586","Mujer","30",5H 0M 0S,5H 0M 0S,5
"497","6678/2018","26/10/18","05:00:00 p. m.","ZACATECAS","ZACATECAS","22.7724771","-102.576033","Hombre","31",5H 0M 0S,17H 0M 0S,17
"498","62/2018","26/10/18","05:50:00 p. m.","ZACATECAS","GUADALUPE","22.7682201","-102.548303","Mujer","37",5H 50M 0S,17H 50M 0S,17
"499","6751/2018","26/10/18","03:00:00 p. m.","ZACATECAS","GUADALUPE","22.7602873","-102.551764","Mujer","60",3H 0M 0S,15H 0M 0S,15
"500","6836/2018","26/10/18","14:50:00","ZACATECAS","GUADALUPE","22.756569","-102.492434","Mujer","27",14H 50M 0S,14H 50M 0S,14
"501","6265/2018","27/10/18","08:30:00 p. m.","ZACATECAS","GUADALUPE","22.7550029","-102.523349","Hombre","30",8H 30M 0S,20H 30M 0S,20
"502","6328/2018","27/10/18","04:00:00 p. m.","ZACATECAS","ZACATECAS","22.7489407","-102.590575","Hombre","34",4H 0M 0S,16H 0M 0S,16
"503","7012/2018","27/10/18","23:00:00","ZACATECAS","ZACATECAS","22.7601871","-102.570533","Hombre","49",23H 0M 0S,23H 0M 0S,23
"504","7048/2018","27/10/18","09:00:00 a. m.","ZACATECAS","ZACATECAS","22.7767539","-102.574882","Mujer","45",9H 0M 0S,9H 0M 0S,9
"505","7110/2018","27/10/18","10:30:00 p. m.","ZACATECAS","GUADALUPE","22.7583379","-102.502741","Mujer","40",10H 30M 0S,22H 30M 0S,22
"506","6900/2018","28/10/18","10:30:00 a. m.","ZACATECAS","ZACATECAS","22.7628263","-102.570442","Hombre","43",10H 30M 0S,10H 30M 0S,10
"507","6343/2018","28/10/18","0:15:00","ZACATECAS","GUADALUPE","22.759631","-102.540406","Hombre","30",15M 0S,15M 0S,0
"508","63/2018","29/10/18","10:30:00 p. m.","ZACATECAS","ZACATECAS","22.7742391","-102.5728842","Hombre","38",10H 30M 0S,22H 30M 0S,22
"509","6346/2018","29/10/18","11:30:00 a. m.","ZACATECAS","GUADALUPE","22.7557199","-102.5195076","Hombre","51",11H 30M 0S,11H 30M 0S,11
"510","6350/2018","29/10/18","09:30:00 p. m.","ZACATECAS","ZACATECAS","22.773433","-102.573774","Mujer","75",9H 30M 0S,21H 30M 0S,21
"511","6611/2018","30/10/18","09:30:00 p. m.","ZACATECAS","ZACATECAS","22.7419631","-102.5840109","Mujer","23",9H 30M 0S,21H 30M 0S,21
"512","6367/2018","30/10/18","04:30:00 p. m.","ZACATECAS","GUADALUPE","22.7485064","-102.519292","Mujer","27",4H 30M 0S,16H 30M 0S,16
"513","6416/2018","30/10/18","01:23:00 p. m.","ZACATECAS","ZACATECAS","22.7643621","-102.550552","Hombre","40",1H 23M 0S,13H 23M 0S,13
"514","6461/2018","30/10/18","04:30:00 p. m.","ZACATECAS","ZACATECAS","22.7537324","-102.574334","Hombre","36",4H 30M 0S,16H 30M 0S,16
"515","6469/2018","01/11/18","10:00:00 p. m.","ZACATECAS","GUADALUPE","22.7501571","-102.518976","Hombre","48",10H 0M 0S,22H 0M 0S,22
"516","6903/2018","01/11/18","04:50:00 p. m.","ZACATECAS","GUADALUPE","22.7589214","-102.506319","Hombre","27",4H 50M 0S,16H 50M 0S,16
"517","6467/2018","01/11/18","21:50:00","ZACATECAS","GUADALUPE","22.7609273","-102.547962","Hombre","29",21H 50M 0S,21H 50M 0S,21
"518","6902/2018","01/11/18","09:00:00 a. m.","ZACATECAS","GUADALUPE","22.7562302","-102.543607","Hombre","40",9H 0M 0S,9H 0M 0S,9
"519","6575/2019","01/11/18","15:00:00","ZACATECAS","ZACATECAS","22.7680649","-102.558469","Hombre","52",15H 0M 0S,15H 0M 0S,15
"520","6901/2018","01/11/18","10:45:00 a. m.","ZACATECAS","ZACATECAS","22.7674601","-102.580312","Mujer","33",10H 45M 0S,10H 45M 0S,10
"521","6559/2018","02/11/18","05:00:00 p. m.","ZACATECAS","GUADALUPE","22.7740275","-102.4991533","Mujer","36",5H 0M 0S,17H 0M 0S,17
"522","792/2019","02/11/18","09:00:00 p. m.","ZACATECAS","ZACATECAS","22.7680116","-102.552357","Hombre","35",9H 0M 0S,21H 0M 0S,21
"523","6899/2018","02/11/18","12:50:00 a. m.","ZACATECAS","ZACATECAS","22.7579145","-102.572053","Hombre","41",12H 50M 0S,12H 50M 0S,12
"524","6508/2018","02/11/18","09:30:00 a. m.","ZACATECAS","PANUCO","22.85605","-102.632345","Hombre","40",9H 30M 0S,9H 30M 0S,9
"525","6496/2018","02/11/18","03:30:00 p. m.","ZACATECAS","ZACATECAS","22.773736","-102.593408","Hombre",NA,3H 30M 0S,15H 30M 0S,15
"526","6585/2018","03/11/18","10:20:00 p. m.","ZACATECAS","GUADALUPE","22.7600301","-102.4951356","Mujer","55",10H 20M 0S,22H 20M 0S,22
"527","6566/2018","04/11/18","10:15:00 a. m.","ZACATECAS","ZACATECAS","24.2840385","-103.445397","Mujer","35",10H 15M 0S,10H 15M 0S,10
"528","6564/2018","04/11/18","21:20:00","ZACATECAS","GUADALUPE","22.7501343","-102.525859","Mujer","35",21H 20M 0S,21H 20M 0S,21
"529","6572/2018","04/11/18","12:30:00","ZACATECAS","ZACATECAS","22.7600697","-102.58344","Mujer","74",12H 30M 0S,12H 30M 0S,12
"530","7038-2018","05/11/18","08:30:00 a. m.","ZACATECAS","GUADALUPE","22.7331868","-102.5226326","Hombre","37",8H 30M 0S,8H 30M 0S,8
"531","7036/2018","05/11/18","09:20:00 a. m.","ZACATECAS","GUADALUPE","22.7565935","-102.5078455","Hombre","35",9H 20M 0S,9H 20M 0S,9
"532","6581/2018","05/11/18","09:30:00 p. m.","ZACATECAS","ZACATECAS","22.7518526","-102.610157","Hombre","21",9H 30M 0S,21H 30M 0S,21
"533","6805/2018","05/11/18","05:00:00 p. m.","ZACATECAS","GUADALUPE","22.7614648","-102.507577","Hombre","49",5H 0M 0S,17H 0M 0S,17
"534","6840/2018","05/11/18","11:36:00","ZACATECAS","ZACATECAS","22.7577576","-102.586264","Mujer","29",11H 36M 0S,11H 36M 0S,11
"535","6806/2018","06/11/18","11:00:00 a. m.","ZACATECAS","GUADALUPE","22.7194262","-102.4764264","Hombre","28",11H 0M 0S,11H 0M 0S,11
"536","6609/2018","06/11/18","08:49:00 p. m.","ZACATECAS","GUADALUPE","22.7319912","-102.4724491","Hombre","20",8H 49M 0S,20H 49M 0S,20
"537","6579/2018","06/11/18","01:00:00 p. m.","ZACATECAS","GUADALUPE","22.7562431","-102.538545","Mujer","54",1H 0M 0S,13H 0M 0S,13
"538","6654/2018","06/11/18","11:30:00","ZACATECAS","GUADALUPE","22.7318347","-102.47761","Hombre","56",11H 30M 0S,11H 30M 0S,11
"539","6999/2018","06/11/18","10:30:00 a. m.","ZACATECAS","ZACATECAS","22.7626609","-102.571205","Mujer","24",10H 30M 0S,10H 30M 0S,10
"540","7140/2018","06/11/18","11:30:00 a. m.","ZACATECAS","ZACATECAS","22.7613121","-102.577968","Mujer","35",11H 30M 0S,11H 30M 0S,11
"541","6607/2018","07/11/18","10:30:00 a. m.","ZACATECAS","GUADALUPE","22.7494666","-102.513491","Mujer","28",10H 30M 0S,10H 30M 0S,10
"542","6637/2018","07/11/18","10:30:00 a. m.","ZACATECAS","GUADALUPE","22.7559449","-102.523915","Hombre","60",10H 30M 0S,10H 30M 0S,10
"543","6800/2018","07/11/18","03:00:00 p. m.","ZACATECAS","ZACATECAS","22.776","-102.59792","Mujer","37",3H 0M 0S,15H 0M 0S,15
"544","69/2018","07/11/18","07:30:00 p. m.","ZACATECAS","ZACATECAS","22.7867724","-102.566401","Mujer","36",7H 30M 0S,19H 30M 0S,19
"545","6803/2018","07/11/18","03:00:00 a. m.","ZACATECAS","ZACATECAS","22.768367","-102.6095","Mujer","37",3H 0M 0S,3H 0M 0S,3
"546","6769/2018","08/11/18","03:05:00 p. m.","ZACATECAS","GUADALUPE","22.7567072","-102.4899074","Hombre","43",3H 5M 0S,15H 5M 0S,15
"547","6649/2018","08/11/18","10:00:00 a. m.","ZACATECAS","ZACATECAS","22.7689116","-102.55548","Mujer","32",10H 0M 0S,10H 0M 0S,10
"548","6788/2018","08/11/18","01:30:00 p. m.","ZACATECAS","ZACATECAS","22.7744628","-102.5803541","Mujer","40",1H 30M 0S,13H 30M 0S,13
"549","6784/2018","08/11/18","09:00:00 a. m.","ZACATECAS","ZACATECAS","22.7804881","-102.5706526","Mujer","35",9H 0M 0S,9H 0M 0S,9
"550","6630/2018","08/11/18","07:00:00 a. m.","ZACATECAS","ZACATECAS","22.7687017","-102.564869","Hombre","19",7H 0M 0S,7H 0M 0S,7
"551","6783/2018","08/11/18","08:00:00 a. m.","ZACATECAS","GUADALUPE","22.7816617","-102.42048","Mujer","32",8H 0M 0S,8H 0M 0S,8
"552","6922/2018","09/11/18","08:10:00 a. m.","ZACATECAS","GUADALUPE","22.7657459","-102.495922","Hombre","26",8H 10M 0S,8H 10M 0S,8
"553","6663/2018","09/11/18","05:30:00 p. m.","ZACATECAS","PANUCO","22.765262","-102.580288","Hombre","40",5H 30M 0S,17H 30M 0S,17
"554","6705/2018","10/11/18","06:00:00 a. m.","ZACATECAS","GUADALUPE","22.75762","-102.505576","Mujer","25",6H 0M 0S,6H 0M 0S,6
